num_venda;data_venda;data_entrega;uf;regiao;gestor;vendedor;departamento;forma_pagamento;valor_venda;status
10053;21/03/2014;27/03/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Débito;1615.36;Concluída
10054;21/03/2014;29/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;5950.84;Concluída
10055;22/03/2014;25/03/2014;AM;Norte;Elenice Mendes;Daniel Leite;Eletrodomésticos;Cartão de Crédito;2880.36;Concluída
10056;22/03/2014;26/03/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Utilidades Domésticas;Cartão de Crédito;1863.01;Concluída
10057;22/03/2014;29/03/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Esporte e Lazer;Cartão de Crédito;898.81;Concluída
10058;22/03/2014;28/03/2014;PR;Sul;Roberta Camargo;Érica Macedo;Eletrônicos;Cartão de Débito;14186.89;Concluída
10059;23/03/2014;02/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Cartão de Crédito;4103.14;Cancelada
10060;23/03/2014;06/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Cartão de Débito;10384.92;Cancelada
10062;24/03/2014;28/03/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrodomésticos;Cartão de Crédito;3838.18;Concluída
10063;25/03/2014;04/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Crédito;1919.35;Concluída
10066;25/03/2014;04/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;3646.16;Cancelada
10067;25/03/2014;05/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Cartão de Crédito;2494.06;Cancelada
10068;26/03/2014;03/04/2014;PA;Norte;Elenice Mendes;Luíza Campos;Eletrônicos;Boleto Bancário;10573.19;Concluída
10071;27/03/2014;30/03/2014;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Transferência Eletrônica;142.31;Cancelada
10074;27/03/2014;08/04/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Cartão de Débito;7242.30;Concluída
10075;28/03/2014;12/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Cartão de Crédito;4301.28;Concluída
10076;28/03/2014;02/04/2014;TO;Norte;Elenice Mendes;Armando Cabral;Esporte e Lazer;Cartão de Débito;300.81;Cancelada
10078;29/03/2014;05/04/2014;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrodomésticos;Cartão de Débito;757.62;Concluída
10079;30/03/2014;04/04/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrodomésticos;Boleto Bancário;2318.31;Concluída
10080;30/03/2014;12/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Móveis e Decoração;Cartão de Crédito;5254.09;Concluída
10082;31/03/2014;13/04/2014;AM;Norte;Elenice Mendes;Daniel Leite;Casa e Construção;Cartão de Crédito;9660.83;Concluída
10083;01/04/2014;08/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;12348.46;Concluída
10084;01/04/2014;05/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Transferência Eletrônica;6015.32;Concluída
10085;01/04/2014;13/04/2014;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Cartão de Crédito;3979.51;Concluída
10088;01/04/2014;07/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;2344.04;Cancelada
10091;01/04/2014;10/04/2014;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrônicos;Transferência Eletrônica;2838.62;Concluída
10092;01/04/2014;06/04/2014;PA;Norte;Elenice Mendes;Luíza Campos;Roupas e Acessórios;Cartão de Crédito;236.47;Concluída
10093;02/04/2014;13/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;5721.02;Concluída
10094;02/04/2014;10/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Boleto Bancário;4207.91;Concluída
10095;02/04/2014;06/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Débito;970.64;Concluída
10096;02/04/2014;04/04/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Débito;10824.79;Concluída
10097;03/04/2014;07/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Móveis e Decoração;Cartão de Crédito;1148.16;Concluída
10098;03/04/2014;09/04/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Esporte e Lazer;Cartão de Crédito;1464.13;Concluída
10100;03/04/2014;12/04/2014;PI;Nordeste;Raimundo Moraes;Gerson Melo;Eletrodomésticos;Cartão de Crédito;1978.17;Concluída
10101;04/04/2014;19/04/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Móveis e Decoração;Cartão de Crédito;5570.55;Concluída
10103;04/04/2014;08/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Cartão de Débito;1923.83;Concluída
10104;05/04/2014;10/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Crédito;4520.14;Concluída
10107;05/04/2014;09/04/2014;PA;Norte;Elenice Mendes;Luíza Campos;Roupas e Acessórios;Cartão de Débito;448.21;Concluída
10108;06/04/2014;10/04/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Casa e Construção;Cartão de Crédito;428.23;Concluída
10109;06/04/2014;10/04/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Utilidades Domésticas;Transferência Eletrônica;845.99;Cancelada
10110;06/04/2014;21/04/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Boleto Bancário;656.11;Concluída
10112;06/04/2014;12/04/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrodomésticos;Transferência Eletrônica;1375.27;Concluída
10113;06/04/2014;15/04/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrônicos;Transferência Eletrônica;8604.59;Concluída
10114;06/04/2014;10/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;3404.09;Cancelada
10115;07/04/2014;11/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Boleto Bancário;3280.64;Cancelada
10116;07/04/2014;14/04/2014;MS;Centro-Oeste;Amauri Castro;Marco Aurélio Castro;Eletrônicos;Transferência Eletrônica;1366.80;Concluída
10117;07/04/2014;17/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;1968.18;Concluída
10120;08/04/2014;19/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;12878.05;Concluída
10121;08/04/2014;11/04/2014;TO;Norte;Elenice Mendes;Armando Cabral;Casa e Construção;Transferência Eletrônica;4878.09;Concluída
10122;08/04/2014;18/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Boleto Bancário;2755.38;Concluída
10125;09/04/2014;16/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Transferência Eletrônica;565.72;Concluída
10126;09/04/2014;16/04/2014;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Cartão de Débito;2388.38;Cancelada
10127;10/04/2014;13/04/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Esporte e Lazer;Cartão de Crédito;2311.46;Concluída
10128;10/04/2014;19/04/2014;AL;Nordeste;Raimundo Moraes;Marcos Reis;Móveis e Decoração;Cartão de Crédito;1292.06;Concluída
10129;10/04/2014;13/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;3928.96;Concluída
10131;12/04/2014;20/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Boleto Bancário;8670.38;Concluída
10134;12/04/2014;22/04/2014;PR;Sul;Roberta Camargo;Érica Macedo;Esporte e Lazer;Transferência Eletrônica;1897.12;Concluída
10135;12/04/2014;17/04/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Roupas e Acessórios;Cartão de Débito;524.53;Concluída
10136;13/04/2014;15/04/2014;SC;Sul;Roberta Camargo;João Lima;Eletrodomésticos;Boleto Bancário;2709.94;Concluída
10137;13/04/2014;22/04/2014;PR;Sul;Roberta Camargo;Érica Macedo;Roupas e Acessórios;Boleto Bancário;607.39;Concluída
10138;13/04/2014;16/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Roupas e Acessórios;Boleto Bancário;501.61;Concluída
10140;14/04/2014;21/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Esporte e Lazer;Boleto Bancário;823.26;Concluída
10142;14/04/2014;17/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Crédito;3591.55;Concluída
10144;15/04/2014;25/04/2014;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Utilidades Domésticas;Boleto Bancário;336.74;Concluída
10145;15/04/2014;24/04/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Roupas e Acessórios;Cartão de Crédito;114.40;Concluída
10146;16/04/2014;18/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrônicos;Cartão de Débito;8984.06;Concluída
10147;17/04/2014;24/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;4958.03;Concluída
10148;18/04/2014;26/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Débito;2960.50;Concluída
10149;18/04/2014;21/04/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Utilidades Domésticas;Cartão de Crédito;621.93;Concluída
10150;18/04/2014;28/04/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Esporte e Lazer;Cartão de Crédito;2275.40;Concluída
10153;18/04/2014;24/04/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Eletrônicos;Transferência Eletrônica;4445.42;Concluída
10154;18/04/2014;26/04/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Casa e Construção;Cartão de Débito;7324.47;Concluída
10155;18/04/2014;26/04/2014;MA;Nordeste;Raimundo Moraes;Luciano Camargo;Casa e Construção;Cartão de Débito;6947.53;Concluída
10157;19/04/2014;25/04/2014;PA;Norte;Elenice Mendes;Luíza Campos;Eletrônicos;Cartão de Débito;8731.09;Concluída
10158;19/04/2014;04/05/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrodomésticos;Cartão de Débito;2962.75;Concluída
10159;19/04/2014;02/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Cartão de Débito;4019.39;Cancelada
10160;20/04/2014;23/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Esporte e Lazer;Cartão de Débito;2502.61;Concluída
10161;20/04/2014;23/04/2014;AM;Norte;Elenice Mendes;Daniel Leite;Utilidades Domésticas;Cartão de Crédito;1161.14;Cancelada
10162;20/04/2014;25/04/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Utilidades Domésticas;Cartão de Débito;1753.54;Concluída
10163;21/04/2014;27/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Móveis e Decoração;Cartão de Crédito;5734.21;Cancelada
10164;21/04/2014;25/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;5130.20;Concluída
10165;21/04/2014;02/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Cartão de Débito;1013.34;Concluída
10166;21/04/2014;02/05/2014;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Esporte e Lazer;Cartão de Débito;1645.04;Concluída
10167;21/04/2014;02/05/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrônicos;Cartão de Crédito;9976.41;Concluída
10168;22/04/2014;26/04/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Débito;1149.71;Concluída
10169;22/04/2014;02/05/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Utilidades Domésticas;Transferência Eletrônica;1821.41;Concluída
10170;22/04/2014;02/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;5100.60;Concluída
10171;22/04/2014;28/04/2014;TO;Norte;Elenice Mendes;Armando Cabral;Eletrônicos;Cartão de Débito;9389.09;Concluída
10172;22/04/2014;04/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Transferência Eletrônica;3575.14;Concluída
10173;23/04/2014;28/04/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrodomésticos;Transferência Eletrônica;414.14;Concluída
10174;23/04/2014;02/05/2014;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Crédito;4891.32;Concluída
10175;23/04/2014;26/04/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Casa e Construção;Cartão de Crédito;10355.15;Concluída
10176;23/04/2014;26/04/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Casa e Construção;Cartão de Crédito;4756.73;Concluída
10177;24/04/2014;03/05/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Utilidades Domésticas;Transferência Eletrônica;1009.29;Concluída
10178;24/04/2014;28/04/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Casa e Construção;Cartão de Débito;7257.80;Concluída
10179;24/04/2014;26/04/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Eletrônicos;Cartão de Débito;13324.76;Concluída
10180;24/04/2014;07/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Boleto Bancário;1327.71;Concluída
10181;25/04/2014;03/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Esporte e Lazer;Cartão de Débito;327.08;Concluída
10184;25/04/2014;07/05/2014;SE;Nordeste;Raimundo Moraes;Eduardo Rocha;Eletrônicos;Cartão de Débito;3456.88;Concluída
10187;25/04/2014;05/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Crédito;1030.07;Cancelada
10188;25/04/2014;27/04/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrônicos;Cartão de Crédito;10393.19;Concluída
10189;26/04/2014;05/05/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Cartão de Crédito;3200.68;Concluída
10190;26/04/2014;06/05/2014;AP;Norte;Elenice Mendes;Maria Cristina Moraes;Eletrônicos;Cartão de Crédito;7787.86;Concluída
10191;27/04/2014;29/04/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Utilidades Domésticas;Cartão de Débito;1477.31;Concluída
10192;27/04/2014;02/05/2014;PR;Sul;Roberta Camargo;Érica Macedo;Eletrodomésticos;Boleto Bancário;1120.67;Concluída
10193;28/04/2014;12/05/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Móveis e Decoração;Cartão de Débito;6295.52;Concluída
10194;28/04/2014;07/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Boleto Bancário;116.01;Concluída
10196;28/04/2014;03/05/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Roupas e Acessórios;Cartão de Débito;612.26;Concluída
10197;29/04/2014;07/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Casa e Construção;Cartão de Crédito;606.39;Cancelada
10198;29/04/2014;01/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Débito;247.61;Cancelada
10199;30/04/2014;02/05/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Cartão de Crédito;13226.04;Concluída
10200;30/04/2014;05/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Cartão de Débito;184.14;Concluída
10201;30/04/2014;03/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Crédito;1306.13;Concluída
10202;01/05/2014;06/05/2014;RO;Norte;Elenice Mendes;Dorival da Silva;Eletrodomésticos;Transferência Eletrônica;1813.89;Concluída
10205;01/05/2014;03/05/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Esporte e Lazer;Cartão de Débito;818.46;Concluída
10206;02/05/2014;06/05/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Eletrodomésticos;Cartão de Crédito;601.61;Concluída
10207;03/05/2014;09/05/2014;AL;Nordeste;Raimundo Moraes;Marcos Reis;Casa e Construção;Cartão de Crédito;8021.90;Concluída
10208;04/05/2014;14/05/2014;AM;Norte;Elenice Mendes;Daniel Leite;Utilidades Domésticas;Cartão de Débito;833.25;Concluída
10209;04/05/2014;18/05/2014;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Crédito;839.58;Cancelada
10210;05/05/2014;11/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrodomésticos;Cartão de Crédito;864.92;Concluída
10211;05/05/2014;11/05/2014;PA;Norte;Elenice Mendes;Luíza Campos;Casa e Construção;Transferência Eletrônica;8615.87;Cancelada
10212;06/05/2014;10/05/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Móveis e Decoração;Cartão de Débito;4653.05;Concluída
10213;06/05/2014;17/05/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Eletrônicos;Boleto Bancário;8784.15;Concluída
10214;06/05/2014;19/05/2014;SC;Sul;Roberta Camargo;João Lima;Eletrônicos;Cartão de Débito;2268.32;Concluída
10216;06/05/2014;08/05/2014;PE;Nordeste;Raimundo Moraes;Augusto Melo;Eletrônicos;Cartão de Crédito;11125.58;Concluída
10217;06/05/2014;17/05/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Roupas e Acessórios;Cartão de Débito;104.91;Concluída
10218;06/05/2014;13/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Eletrônicos;Cartão de Débito;4331.16;Concluída
10219;06/05/2014;10/05/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrônicos;Boleto Bancário;10787.17;Concluída
10220;06/05/2014;10/05/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Casa e Construção;Cartão de Débito;251.92;Concluída
10221;07/05/2014;10/05/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Esporte e Lazer;Cartão de Crédito;3169.60;Concluída
10222;07/05/2014;14/05/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Eletrônicos;Cartão de Débito;13329.15;Cancelada
10223;09/05/2014;15/05/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Casa e Construção;Transferência Eletrônica;10471.97;Concluída
10224;09/05/2014;11/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Roupas e Acessórios;Transferência Eletrônica;310.53;Concluída
10227;09/05/2014;18/05/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Cartão de Crédito;4881.95;Cancelada
10228;10/05/2014;20/05/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrodomésticos;Cartão de Crédito;3584.69;Concluída
10229;10/05/2014;15/05/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Eletrodomésticos;Cartão de Crédito;4219.95;Concluída
10231;10/05/2014;12/05/2014;AL;Nordeste;Raimundo Moraes;Marcos Reis;Eletrodomésticos;Cartão de Débito;3192.32;Concluída
10232;11/05/2014;13/05/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrodomésticos;Cartão de Crédito;3033.47;Concluída
10233;11/05/2014;14/05/2014;CE;Nordeste;Raimundo Moraes;Alice da Silva;Eletrodomésticos;Cartão de Débito;2613.12;Concluída
10235;11/05/2014;20/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;3927.72;Concluída
10236;12/05/2014;27/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Utilidades Domésticas;Cartão de Crédito;2188.51;Concluída
10237;13/05/2014;25/05/2014;MG;Sudeste;Luiz Miranda;Rosângela Almeida;Roupas e Acessórios;Transferência Eletrônica;102.51;Concluída
10238;13/05/2014;16/05/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Crédito;3586.21;Concluída
10239;13/05/2014;23/05/2014;AC;Norte;Elenice Mendes;Célio Carvalho;Roupas e Acessórios;Cartão de Crédito;400.64;Concluída
10240;14/05/2014;22/05/2014;ES;Sudeste;Luiz Miranda;Marisa Lemos;Eletrônicos;Transferência Eletrônica;740.23;Concluída
10241;15/05/2014;27/05/2014;MT;Centro-Oeste;Amauri Castro;Isabel Dias;Eletrônicos;Cartão de Débito;15010.49;Concluída
10242;15/05/2014;18/05/2014;RR;Norte;Elenice Mendes;Ana Lúcia Ramos;Casa e Construção;Transferência Eletrônica;10265.63;Concluída
10243;15/05/2014;29/05/2014;AM;Norte;Elenice Mendes;Daniel Leite;Roupas e Acessórios;Cartão de Débito;434.61;Concluída
10244;16/05/2014;22/05/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Roupas e Acessórios;Cartão de Débito;537.54;Concluída
10245;16/05/2014;20/05/2014;GO;Centro-Oeste;Amauri Castro;Ana Cristina Lopes;Casa e Construção;Cartão de Crédito;7558.18;Concluída
10246;16/05/2014;29/05/2014;BA;Nordeste;Raimundo Moraes;Newton Souza;Móveis e Decoração;Cartão de Crédito;2107.21;Concluída
10247;17/05/2014;25/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Utilidades Domésticas;Cartão de Crédito;2266.95;Concluída
10248;17/05/2014;23/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;13031.97;Concluída
10249;18/05/2014;27/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Cartão de Crédito;3469.29;Concluída
10252;19/05/2014;21/05/2014;RS;Sul;Roberta Camargo;Lúcia Bueno;Eletrodomésticos;Cartão de Débito;3508.79;Concluída
10255;19/05/2014;25/05/2014;AL;Nordeste;Raimundo Moraes;Marcos Reis;Utilidades Domésticas;Boleto Bancário;769.26;Concluída
10257;20/05/2014;28/05/2014;PB;Nordeste;Raimundo Moraes;Haroldo Cardoso;Roupas e Acessórios;Cartão de Débito;313.82;Concluída
10258;20/05/2014;26/05/2014;PA;Norte;Elenice Mendes;Luíza Campos;Casa e Construção;Boleto Bancário;3432.83;Concluída
10259;21/05/2014;24/05/2014;SC;Sul;Roberta Camargo;João Lima;Roupas e Acessórios;Boleto Bancário;359.09;Concluída
10260;21/05/2014;28/05/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Boleto Bancário;11158.81;Concluída
10261;22/05/2014;01/06/2014;DF;Centro-Oeste;Amauri Castro;Maria José Dias;Móveis e Decoração;Transferência Eletrônica;6184.10;Concluída
10262;22/05/2014;06/06/2014;SP;Sudeste;Luiz Miranda;Adriana Gomes;Casa e Construção;Transferência Eletrônica;5162.83;Concluída
10265;23/05/2014;02/06/2014;RN;Nordeste;Raimundo Moraes;Ricardo Martins;Casa e Construção;Boleto Bancário;11308.35;Cancelada
10268;23/05/2014;30/05/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Débito;4737.58;Concluída
10269;24/05/2014;02/06/2014;RJ;Sudeste;Luiz Miranda;Daniel Campos;Eletrônicos;Cartão de Crédito;2360.06;Cancelada
10270;25/05/2014;30/05/2014;RO;Norte;Elenice Mendes;Dorival da Silva;Utilidades Domésticas;Transferência Eletrônica;1821.97;Concluída
